date,Factor_1,Factor_2,Is_Entry,Is_Exit
11-10-2021,0.430808653,0.023859787,0,1
12-10-2021,1.548290526,0.06790026,0,0
13-10-2021,1.185736415,0.038541255,0,0
14-10-2021,0.84990402,0.010812172,0,0
18-10-2021,0.279638413,0.045015752,0,1
19-10-2021,0.001365721,0.054301576,0,1
20-10-2021,0.24035912,0.005002002,0,1
21-10-2021,0.614460712,0.017934409,0,0
22-10-2021,1.498167709,0.099300958,0,0
25-10-2021,0.872695294,0.043827661,0,0
26-10-2021,1.577660391,0.093569462,0,0
27-10-2021,1.722189139,0.130732993,0,0
28-10-2021,0.343893464,0.004543694,0,1
29-10-2021,0.274577016,0.04212708,0,1
01-11-2021,1.145447358,0.133384822,0,0
02-11-2021,1.725027319,0.180020085,0,0
03-11-2021,0.870194144,0.13027551,0,0
08-11-2021,0.526438721,0.090956638,0,0
09-11-2021,0.567778645,0.075700522,0,0
10-11-2021,0.765271572,0.057432523,0,0
11-11-2021,0.664063685,0.046410333,0,0
12-11-2021,1.19158225,0.007160131,0,0
15-11-2021,1.521596912,0.023611084,0,0
16-11-2021,0.520575208,0.023658451,0,0
17-11-2021,0.053554036,0.025978623,0,1
18-11-2021,0.582568962,0.065215241,0,0
22-11-2021,0.104905616,0.023645554,0,1
23-11-2021,0.217498164,0.009017579,0,1
24-11-2021,0.026432498,0.007373817,0,1
25-11-2021,0.386066118,0.013008957,0,1
26-11-2021,0.663539584,0.006356059,0,0
29-11-2021,0.68777522,0.017956337,0,0
30-11-2021,0.906473161,0.002211519,0,0
01-12-2021,0.013982758,0.059090499,0,1
02-12-2021,0.699732993,0.011215964,0,0
03-12-2021,1.488840104,0.071241434,0,0
06-12-2021,1.004643765,0.0391123,0,0
07-12-2021,0.063711959,0.027631807,0,1
08-12-2021,0.217351043,0.012280857,0,1
09-12-2021,0.651630645,0.067536757,0,0
10-12-2021,0.775053923,0.071698056,0,0
13-12-2021,0.209518673,0.053076854,0,1
14-12-2021,0.649845709,0.081031767,0,0
15-12-2021,1.378302094,0.139843398,0,0
16-12-2021,0.84184957,0.106191386,0,0
17-12-2021,0.288695085,0.09400552,0,1
20-12-2021,0.274497444,0.101685308,0,1
21-12-2021,0.776811921,0.122175927,0,0
22-12-2021,1.92493993,0.207912766,1,0
23-12-2021,1.487011993,0.134309351,0,0
24-12-2021,1.574043667,0.156646127,0,0
27-12-2021,1.141120523,0.124500539,0,0
28-12-2021,0.987174201,0.100059607,0,0
29-12-2021,0.961943137,0.10418173,0,0
30-12-2021,0.729312734,0.09315114,0,0
31-12-2021,0.866401611,0.096235105,0,0
03-01-2022,0.917284692,0.088789971,0,0
04-01-2022,0.60691378,0.057256423,0,0
05-01-2022,1.577641648,0.096203848,0,0
06-01-2022,1.401901276,0.091671656,0,0
07-01-2022,1.532694832,0.099500963,0,0
10-01-2022,1.678131361,0.113197246,0,0
11-01-2022,1.056780908,0.066920328,0,0
12-01-2022,0.88187611,0.049271851,0,0
13-01-2022,0.548168678,0.005234292,0,0
14-01-2022,0.260600315,0.03267648,0,1
17-01-2022,0.449220415,0.018377171,0,1
18-01-2022,0.09969064,0.070624414,0,1
19-01-2022,0.396654666,0.104492231,0,1
20-01-2022,0.420704929,0.108512201,0,1
21-01-2022,0.991803815,0.099746167,0,0
24-01-2022,1.343656014,0.115523964,0,0
25-01-2022,0.642928166,0.072614748,0,0
27-01-2022,1.340787183,0.142796765,0,0
28-01-2022,1.051067653,0.136011501,0,0
31-01-2022,1.211410881,0.163776882,0,0
01-02-2022,2.32999659,0.203619037,1,0
02-02-2022,2.369092584,0.287933351,1,0
03-02-2022,2.289511975,0.335008177,1,0
04-02-2022,2.02246692,0.337172688,1,0
07-02-2022,1.413874002,0.241525293,1,0
08-02-2022,0.98374403,0.15700839,0,0
09-02-2022,0.948314944,0.188320524,0,0
10-02-2022,0.539413819,0.1114165,0,0
11-02-2022,0.691235761,0.154586776,0,0
14-02-2022,0.557821662,0.072284213,0,0
15-02-2022,0.517803332,0.078506376,0,0
16-02-2022,0.356920417,0.06925149,0,1
17-02-2022,0.537927786,0.092876315,0,0
18-02-2022,0.638886613,0.105250299,0,0
21-02-2022,0.688774553,0.097902145,0,0
22-02-2022,0.423538379,0.049824884,0,1
23-02-2022,0.515423299,0.063418176,0,0
24-02-2022,0.477498637,0.032069567,0,1
25-02-2022,1.214773317,0.134206168,0,0
28-02-2022,1.182881417,0.138661643,0,0
02-03-2022,1.090966841,0.127487119,0,0
03-03-2022,0.553896279,0.0539487,0,0
04-03-2022,0.150837881,0.029593732,0,1
07-03-2022,0.313951119,0.013648285,0,1
08-03-2022,1.579921972,0.182042041,0,0
09-03-2022,1.492568854,0.186598477,0,0
10-03-2022,1.300526988,0.169894282,0,0
11-03-2022,0.65177358,0.101199695,0,0
14-03-2022,1.153969421,0.139995835,0,0
15-03-2022,1.165676953,0.135453416,0,0
16-03-2022,1.201531748,0.157694623,0,0
17-03-2022,0.838222266,0.114949016,0,0
21-03-2022,0.627508003,0.072656569,0,0
22-03-2022,0.748843426,0.097833611,0,0
23-03-2022,0.574868815,0.081976477,0,0
24-03-2022,1.029093959,0.130085168,0,0
25-03-2022,0.930102649,0.111557061,0,0
28-03-2022,1.378435129,0.180264277,0,0
29-03-2022,0.942530156,0.120050542,0,0
30-03-2022,0.928469345,0.115932908,0,0
31-03-2022,0.811384083,0.109835799,0,0
